Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Soojalembene,878522874,5,0,5,134446,Padme R3 JKA Ahsoka GK GMY R2
Harry TBE,212311983,16,0,16,120774,Padme JKA Ahsoka G12 GK R1 GMY G12
Ronin Khael,633311685,26,0,26,106948,Padme G12 JKA G12 Ahsoka G12 GK R3 GMY G12
MINI ASplendidJedi,455414534,6,0,6,127314,Padme JKA Ahsoka GK GMY G12
Sidrial,348549185,13,0,13,124618,Padme G12 JKA Ahsoka G12 GK GMY R4
ISB Coøkie,917286274,10,0,10,128916,Padme R3 JKA Ahsoka R3 GK GMY G12
Bischmarck,828268378,14,0,14,123776,Padme G12 JKA R3 Ahsoka G12 GK GMY
J3d1 Wampa,233129389,25,0,25,106505,Padme G11 JKA G12 Ahsoka G12 GK G12 GMY
Thawk,895377488,5,0,5,132856,Padme R3 JKA Ahsoka R3 GK R4 GMY
DarthBrosaur,291658232,40,1,39,75072,Padme G11 JKA G8 Ahsoka G8 GK G12 GMY G12
Dan,359935949,16,0,16,116497,Padme R3 JKA Ahsoka G12 GK R3 GMY G12
MrEMustard,916322553,35,0,35,82456,Padme G7 JKA G12 Ahsoka G10 GK G9 GMY R4
lnquisitor Maze,993878581,28,0,28,99737,Padme G12 JKA R1 Ahsoka G12 GK G12 GMY G12
Redaxfive,669472598,8,0,8,134946,Padme R3 JKA Ahsoka G12 GK GMY
Da Beetle,772984483,0,0,0,128874,Padme JKA Ahsoka GK GMY
SniperLord,736453491,1,0,1,146754,Padme JKA Ahsoka R4 GK GMY
Marren,269783355,0,0,0,132576,Padme JKA Ahsoka GK GMY
Kanon reloaded,236126683,0,0,0,158011,Padme JKA Ahsoka GK GMY
Shart69,662285822,22,0,22,106772,Padme G12 JKA R3 Ahsoka G12 GK R3 GMY G12
liam3265,578656337,54,0,54,48824,Padme G1 JKA G5 4* Ahsoka G6 5* GK G12 GMY G12
IKEA,382247489,7,0,7,123726,Padme R2 JKA Ahsoka R3 GK R3 GMY
Dark Baszko,935436975,0,0,0,145006,Padme JKA Ahsoka GK GMY
Rice Powered,218278765,34,0,34,89468,Padme G12 JKA G10 5* Ahsoka G8 GK G12 GMY R1
Caseyyy,644777646,6,0,6,137209,Padme JKA Ahsoka R1 GK GMY R3
tanjo,558583215,20,0,20,114068,Padme R3 JKA G12 Ahsoka G12 GK GMY G12
BlackKobra77,495911322,7,2,5,121229,Padme R4 JKA R4 Ahsoka R4 GK GMY R3
NameDoesntMatter,766675264,24,0,24,107408,Padme G12 JKA Ahsoka G12 GK G12 GMY G12
Wacky Wookiee,153559257,34,0,34,93637,Padme G12 JKA G11 Ahsoka G10 GK G11 GMY G12
FriedRedMonkey,114279529,2,0,2,140390,Padme R4 JKA Ahsoka R4 GK GMY
Good E2 Shoes,285356599,32,0,32,97038,Padme G12 JKA G11 Ahsoka G12 GK G12 GMY G11
shinykneecaps,311175264,25,0,25,106539,Padme G12 JKA Ahsoka G12 GK G12 GMY G11
CaptainDragonborn,826827254,32,0,32,86565,Padme G12 JKA G11 Ahsoka G12 GK G12 GMY G11
Trebbih,282656945,72,0,72,22466,Padme G1 5* JKA G8 5* Ahsoka G8 GK G1 GMY G0 0*
Melion77,934943462,2,0,2,131552,Padme JKA Ahsoka GK GMY R3
DeathTheHorseman,256289912,7,0,7,124365,Padme JKA Ahsoka GK GMY G11
GunnyThePunisher,649558943,38,0,38,82689,Padme G8 JKA G11 6* Ahsoka G11 GK G10 GMY G12
Chris The Gràpe,382697645,21,0,21,104193,Padme R3 JKA Ahsoka G11 GK G8 GMY R3
Taco Truck,229327364,42,0,42,77233,Padme G8 JKA G12 Ahsoka G12 GK G8 GMY G8
Rumdogg,118697339,11,0,11,118989,Padme R3 JKA Ahsoka R3 GK GMY G11
Qef Tser,718614175,26,0,26,97612,Padme G9 JKA R3 Ahsoka G12 GK R3 GMY G11
Veltto,724695932,25,0,25,104101,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY
Jamesss,932183454,11,0,11,127298,Padme R3 JKA R3 Ahsoka R3 GK GMY G13
tobster,971261337,28,0,28,107206,Padme G8 JKA G9 Ahsoka G9 GK GMY
Aria Curran,677768696,85,0,85,6165,Padme G0 0* JKA G4 2* Ahsoka G1 GK G0 0* GMY G0 0*
JustDoc,686415836,15,0,15,112847,Padme R3 JKA R3 Ahsoka R3 GK R3 GMY G11
Cha22y,761457315,38,6,32,94362,Padme R1 JKA G12 Ahsoka G12 GK GMY G2
SzettyAlt,799913995,26,0,26,100291,Padme G12 JKA G12 Ahsoka G12 GK GMY G10
Akatosh,485165597,0,0,0,160291,Padme JKA Ahsoka GK GMY
Gutzag,714942936,35,0,35,92782,Padme G11 JKA G11 Ahsoka G11 GK G11 GMY G11
