Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Zeech,541794515,15,15,0,144296,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ventress Wannabee,899636471,0,0,0,147530,Shaak Ti Fives Rex Echo (501st) ARC Trooper
AnalkinSkyballer,552289286,0,0,0,148458,Shaak Ti Fives Rex Echo (501st) ARC Trooper
A,914999757,1,1,0,149006,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Freezefiveoh,383311984,0,0,0,153333,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mr Bhaumik,156581864,0,0,0,155589,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dingleberries,884349413,40,17,23,108807,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) G12 ARC Trooper G11
Lenders Quizan,132983974,41,41,0,145421,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Bail Writte SBR,614917386,20,0,20,119665,Shaak Ti Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
DLeviticus,458876211,0,0,0,149125,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DE210,252111674,2,0,2,132309,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Byrd,843549314,0,0,0,154726,Shaak Ti Fives Rex Echo (501st) ARC Trooper
carnage007,321929779,41,41,0,138638,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Delmon Ciiid'r,832898899,0,0,0,157460,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Fluffy the Destroyer,791691489,25,25,0,137814,Shaak Ti Fives Rex Echo (501st) ARC Trooper
havok935,658932824,31,19,12,135946,Shaak Ti Fives G9 Rex R2 Echo (501st) ARC Trooper
Bäne,961467978,5,0,5,137690,Shaak Ti R3 Fives Rex R2 Echo (501st) ARC Trooper
MINI SeahawksRule,918679552,0,0,0,139115,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Defenestrația,844978443,0,0,0,147445,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Amun Diin,969738181,24,0,24,113503,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
BB8,795495542,0,0,0,144692,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Santosh,245845133,30,0,30,105026,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
RAGNAR777,118722255,0,0,0,138348,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Chim,593656187,0,0,0,133270,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Docbones D2,527897336,1,1,0,142566,Shaak Ti Fives Rex Echo (501st) ARC Trooper
skyCapt,275781532,0,0,0,150484,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthBashir,549529937,0,0,0,156860,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Largie,224583578,4,2,2,142205,Shaak Ti Fives Rex R4 Echo (501st) R4 ARC Trooper
Maong,131681652,0,0,0,153968,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Xian Thencal,364735245,0,0,0,156327,Shaak Ti Fives Rex Echo (501st) ARC Trooper
The Great One US,496489926,30,23,7,137478,Shaak Ti R1 Fives R2 Rex Echo (501st) ARC Trooper
Kavgill,225559995,5,5,0,143589,Shaak Ti Fives Rex Echo (501st) ARC Trooper
JollyRoger99,965654756,34,34,0,146184,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lex Skywalkers,941584821,11,9,2,142877,Shaak Ti Fives R4 Rex R4 Echo (501st) ARC Trooper
Carl,387674373,0,0,0,142168,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Soulhunter,191168838,0,0,0,146145,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Eeotchbay,815697888,0,0,0,146021,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nolei,549142231,0,0,0,146385,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ICEU420,469138648,14,4,10,128838,Shaak Ti Fives R3 Rex R2 Echo (501st) R2 ARC Trooper R3
DPrice25,358247244,66,48,18,113183,Shaak Ti Fives Rex G12 Echo (501st) G12 ARC Trooper G12
Koneko,645198681,0,0,0,164194,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kreacher,228517748,33,28,5,138301,Shaak Ti R4 Fives R3 Rex R3 Echo (501st) ARC Trooper
Jace,147722673,12,12,0,146853,Shaak Ti Fives Rex Echo (501st) ARC Trooper
OBI  haaave,821927811,13,7,6,137882,Shaak Ti R1 Fives R4 Rex R4 Echo (501st) ARC Trooper
DoubleA1977,599659874,8,8,0,137727,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Chubler,144743434,0,0,0,154724,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sho Nuff,564944361,20,20,0,138495,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Maldorin,626473749,19,19,0,137987,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Flacko Gäb,916745784,12,12,0,151528,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wal Enetia,632221747,0,0,0,140697,Shaak Ti Fives Rex Echo (501st) ARC Trooper
