Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Atreus Klahan,525757151,14,11,3,138966,Padme JKA Ahsoka R3 GK R4 GMY
VicXav N201,956694922,0,0,0,153274,Padme JKA Ahsoka GK GMY
AndrewtheOtherHutt,873945644,15,15,0,136488,Padme JKA Ahsoka GK GMY
Lepper Mesiah,164495314,21,9,12,124795,Padme G12 JKA Ahsoka G12 GK GMY
Terus Rupesch,675942598,44,16,28,97177,Padme G12 JKA G12 Ahsoka G12 GK GMY G8
ChocolateGldNuts,881595812,7,0,7,125017,Padme JKA Ahsoka GK G11 5* GMY
Rednaxela,573577796,28,7,21,113771,Padme R2 JKA G12 Ahsoka R2 GK R3 GMY G11
Elric,883132925,43,14,29,105412,Padme G12 JKA G7 Ahsoka G10 GK R3 GMY R3
Palo Rex,733128292,0,0,0,150334,Padme JKA Ahsoka GK GMY
FateleyMan,738119284,1,0,1,140180,Padme JKA Ahsoka R4 GK GMY
ozman,561499816,31,29,2,133827,Padme R4 JKA R4 Ahsoka GK GMY
Snoova,871483393,66,27,39,88197,Padme G2 JKA G12 Ahsoka G10 GK R4 GMY G10
AndrewtheHutt,932895421,0,0,0,161725,Padme JKA Ahsoka GK GMY
Jossey,216219957,65,4,61,44264,Padme G8 JKA G10 5* Ahsoka G10 GK G0 0* GMY G1
Bjconnell,978332594,19,6,13,125037,Padme R4 JKA G12 Ahsoka GK GMY G12
Mort,819249838,6,6,0,146633,Padme JKA Ahsoka GK GMY
Shrub R E,644735319,7,0,7,135173,Padme JKA G11 Ahsoka GK GMY
Glorfindel,485438363,6,6,0,138832,Padme JKA Ahsoka GK GMY
Staatz,313693615,0,0,0,149923,Padme JKA Ahsoka GK GMY
Hevy,284633488,34,32,2,133353,Padme JKA Ahsoka GK GMY R3
Galaxy,137427682,37,6,31,96085,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY G12
DDizell,352755995,16,2,14,121930,Padme R1 JKA R1 Ahsoka G12 GK GMY
Cweneldic,591287488,8,1,7,131667,Padme JKA Ahsoka R4 GK GMY G12
Ragnarock,138462562,14,13,1,138422,Padme JKA R4 Ahsoka GK GMY
X688,675588514,59,33,26,100482,Padme G12 JKA Ahsoka G11 GK G12 GMY G11
JTMoney II,525362867,40,0,40,81861,Padme G0 0* JKA G12 Ahsoka G8 GK R2 GMY R2
MagicMike93,439428128,13,1,12,128439,Padme JKA G12 Ahsoka G12 GK GMY
Someguyinalabcoat,162251947,1,1,0,155643,Padme JKA Ahsoka GK GMY
J Conn 79,195138126,51,15,36,98502,Padme G8 JKA G8 Ahsoka G12 GK GMY G8
Rocky94,612994668,13,13,0,145892,Padme JKA Ahsoka GK GMY
Giarny,266292125,31,31,0,144183,Padme JKA Ahsoka GK GMY
Xanlythe,694384282,51,16,35,82765,Padme G8 JKA G9 5* Ahsoka G11 GK R3 GMY G11
FruutSnak,934725735,33,33,0,136542,Padme JKA Ahsoka GK GMY
Jadizzo904,229724279,22,17,5,133764,Padme R3 JKA R4 Ahsoka R3 GK GMY
Ashoka Kessler,768869662,61,0,61,48212,Padme G0 0* JKA G10 Ahsoka G12 GK G0 0* GMY G7
Walto Dangrel,468333915,15,15,0,138717,Padme JKA Ahsoka GK GMY
