Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
AndrewtheOtherHutt,873945644,15,15,0,136488,Padme JKA Ahsoka GK GMY
Lepper Mesiah,164495314,21,15,6,129649,Padme JKA Ahsoka G12 GK GMY
Shrub R E,644735319,7,0,7,135173,Padme JKA G11 Ahsoka GK GMY
Rocky94,612994668,13,13,0,145892,Padme JKA Ahsoka GK GMY
Someguyinalabcoat,162251947,1,1,0,155643,Padme JKA Ahsoka GK GMY
MagicMike93,439428128,13,7,6,133338,Padme JKA Ahsoka G12 GK GMY
Rednaxela,573577796,28,7,21,113771,Padme R2 JKA G12 Ahsoka R2 GK R3 GMY G11
Ragnarock,138462562,14,13,1,138422,Padme JKA R4 Ahsoka GK GMY
X688,675588514,59,34,25,105982,Padme G12 JKA Ahsoka G12 GK G12 GMY G11
VicXav N201,956694922,0,0,0,153274,Padme JKA Ahsoka GK GMY
Giarny,266292125,31,31,0,144183,Padme JKA Ahsoka GK GMY
Palo Rex,733128292,0,0,0,150334,Padme JKA Ahsoka GK GMY
Walto Dangrel,468333915,15,15,0,138717,Padme JKA Ahsoka GK GMY
Hevy,284633488,34,32,2,133353,Padme JKA Ahsoka GK GMY R3
Elric,883132925,43,14,29,107646,Padme G12 JKA G7 Ahsoka G10 GK R3 GMY R3
Xanlythe,694384282,51,17,34,84040,Padme G9 JKA G9 5* Ahsoka G11 GK R3 GMY G11
Jadizzo904,229724279,22,17,5,133764,Padme R3 JKA R4 Ahsoka R3 GK GMY
DDizell,352755995,16,2,14,122007,Padme R1 JKA R1 Ahsoka G12 GK GMY
Mort,819249838,6,6,0,146633,Padme JKA Ahsoka GK GMY
Atreus Klahan,525757151,14,11,3,138966,Padme JKA Ahsoka R3 GK R4 GMY
Pirate,738119284,1,0,1,140180,Padme JKA Ahsoka R4 GK GMY
Glorfindel,485438363,6,6,0,138832,Padme JKA Ahsoka GK GMY
Staatz,313693615,0,0,0,150038,Padme JKA Ahsoka GK GMY
ozman,561499816,31,30,1,136617,Padme JKA R4 Ahsoka GK GMY
JTMoney II,525362867,40,0,40,81861,Padme G0 0* JKA G12 Ahsoka G8 GK R2 GMY R2
FruutSnak,934725735,33,33,0,136542,Padme JKA Ahsoka GK GMY
J Conn 79,195138126,51,17,34,99579,Padme G9 JKA G8 Ahsoka G12 GK GMY G9
AndrewtheHutt,932895421,0,0,0,161791,Padme JKA Ahsoka GK GMY
Snoova,871483393,66,37,29,95418,Padme G7 JKA G13 Ahsoka G12 GK GMY G11
Terus Rupesch,675942598,44,16,28,100758,Padme G12 JKA G12 Ahsoka G12 GK GMY G8
Bjconnell,978332594,19,6,13,125037,Padme R4 JKA G12 Ahsoka GK GMY G12
Ashoka Kessler,768869662,61,8,53,56909,Padme G0 0* JKA G12 Ahsoka GK G0 0* GMY G7
Z3R0,349651756,30,3,27,96686,Padme G8 JKA G12 Ahsoka G11 GK R2 GMY R4
Galaxy,137427682,37,6,31,96085,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY G12
Cweneldic,591287488,8,1,7,133944,Padme JKA Ahsoka R4 GK GMY G12
ChocolateGldNuts,881595812,7,0,7,128563,Padme JKA Ahsoka GK G11 6* GMY
Danglylion,564513741,50,1,49,65996,Padme G0 0* JKA G12 Ahsoka G9 GK G9 6* GMY G11
Jossey,216219957,65,25,40,69454,Padme G8 JKA G10 5* Ahsoka G10 GK G11 5* GMY G11
Stag,284335558,31,0,31,95949,Padme G11 JKA G12 Ahsoka G12 GK G12 GMY G12
Eldren,682479877,21,2,19,113075,Padme G12 JKA R3 Ahsoka R2 GK G10 GMY
DarthVapeist,211786181,27,1,26,99737,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY R3
RichiDePro,177115788,35,1,34,94560,Padme G12 JKA G12 Ahsoka G11 GK G9 GMY G12
DarthBac0nB1ts,222216785,24,0,24,112705,Padme G12 JKA Ahsoka G12 GK G12 GMY G12
Bowhunter49,416822923,45,7,38,74945,Padme G12 JKA G12 Ahsoka G10 GK G7 5* GMY G11
