Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
SeriousB,287952553,0,0,0,158075,Padme JKA Ahsoka GK GMY
Tassk,556241794,7,0,7,127634,Padme R3 JKA Ahsoka R3 GK GMY R2
Vilu Dascar,882697885,40,21,19,117454,Padme R3 JKA G12 Ahsoka R2 GK R3 GMY G12
Ethan Geilvta,966726395,1,1,0,136798,Padme JKA Ahsoka GK GMY
Leon Ren,985954318,12,0,12,132140,Padme G12 JKA Ahsoka G12 GK GMY
Rune,354943256,8,0,8,138935,Padme R4 JKA G12 Ahsoka R4 GK GMY
Thraken The First,391943521,2,0,2,139860,Padme JKA Ahsoka GK GMY R3
MINI kccoyote,475531731,55,0,55,59471,Padme G0 0* JKA Ahsoka G8 GK G8 GMY G1
Xebe,497955797,45,18,27,107259,Padme R1 JKA G11 Ahsoka G12 GK R1 GMY G12
BenStaWa,262667721,11,1,10,131877,Padme R3 JKA G12 Ahsoka R3 GK GMY
Nico 1313,653651175,27,4,23,106181,Padme R2 JKA G12 Ahsoka G12 GK R3 GMY G12
schumi,584865814,8,1,7,132780,Padme JKA Ahsoka GK R4 GMY G12
TheFoilGuy,386266546,14,0,14,124529,Padme JKA G12 Ahsoka R4 GK R4 GMY G12
Cukorborsó,885258888,3,1,2,144713,Padme R4 JKA Ahsoka R4 GK GMY
noobhemingway,374693456,12,1,11,122460,Padme R4 JKA R3 Ahsoka R4 GK R4 GMY G12
O k a y,717868682,4,0,4,141177,Padme R4 JKA R4 Ahsoka R3 GK GMY
Dani Vao,435684793,11,1,10,128280,Padme JKA G12 Ahsoka R4 GK R4 GMY R3
IceRoad Combine,873156869,25,4,21,114035,Padme G13 JKA Ahsoka G12 GK G13 GMY G13
Grandola Paca,715376443,39,0,39,80970,Padme G7 JKA G11 Ahsoka G10 GK G12 GMY G11
sergio,836754695,53,12,41,81332,Padme G7 JKA G10 Ahsoka G11 GK G12 GMY G9
Texas chef,555996344,8,0,8,135247,Padme JKA Ahsoka R3 GK GMY G12
Veran,635732927,9,5,4,131634,Padme R4 JKA Ahsoka R3 GK R4 GMY
Jangboba,947252962,38,5,33,83384,Padme G12 JKA G9 5* Ahsoka G11 GK G13 GMY G12
Zack g,133311619,1,0,1,151252,Padme R4 JKA Ahsoka GK GMY
Mol Chod,748559391,15,6,9,131329,Padme JKA Ahsoka GK GMY G9
Deathdealer,849284272,19,10,9,135585,Padme R3 JKA G12 Ahsoka R4 GK GMY
Wonkee,541196571,23,2,21,114028,Padme R2 JKA G12 Ahsoka R1 GK R3 GMY G12
Antisniper v2,572226363,26,4,22,112196,Padme R2 JKA R2 Ahsoka G12 GK R1 GMY G12
Matt,566569129,9,0,9,134235,Padme R4 JKA G12 Ahsoka R3 GK GMY
Renegade,325719955,15,14,1,137587,Padme JKA Ahsoka GK GMY R4
SnakeEyes,732469127,7,0,7,130685,Padme JKA Ahsoka R4 GK GMY G12
DarklordHaddock,818845414,9,1,8,129013,Padme R4 JKA Ahsoka R2 GK R2 GMY R4
Lightning12368,735129825,57,0,57,39341,Padme G0 0* JKA G8 6* Ahsoka G8 5* GK G6 6* GMY G11 6*
Axvendal,285938811,81,0,81,8071,Padme G1 6* JKA G3 1* Ahsoka G3 4* GK G1 5* GMY G1 5*
JennaOrtega,155649927,58,2,56,50672,Padme G0 0* JKA G12 Ahsoka G12 GK G0 0* GMY G10
Darman Skirata,581518444,15,0,15,116758,Padme R3 JKA R2 Ahsoka R1 GK GMY G12
Enderz,884897336,12,0,12,134345,Padme JKA G12 Ahsoka GK GMY G12
ARSLFF,369831972,53,0,53,40996,Padme G7 6* JKA G6 4* Ahsoka G8 GK G7 5* GMY G9
M1sterSlim,242155985,80,0,80,11075,Padme G1 5* JKA G1 1* Ahsoka G2 4* GK G0 0* GMY G6 5*
Allsomea0,834995483,8,0,8,128183,Padme JKA Ahsoka R3 GK GMY G12
The original Gary,749455422,42,0,42,78529,Padme G8 JKA G12 Ahsoka G11 GK G6 GMY G11
Phee 11,442687747,2,2,0,140674,Padme JKA Ahsoka GK GMY
Bellanoche,597539666,13,0,13,131480,Padme R2 JKA G10 Ahsoka R3 GK GMY
ID2618,755372417,6,0,6,128175,Padme JKA Ahsoka GK GMY G12
Kushbender,427761749,0,0,0,156678,Padme JKA Ahsoka GK GMY
Thraken Vih'Torr,445438934,23,0,23,104406,Padme G8 6* JKA G12 Ahsoka G11 GK GMY
Charybdis,472347133,42,0,42,86200,Padme G8 JKA G8 Ahsoka G8 GK G12 GMY G12
