Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
ChiefPheonix1,284131911,85,15,70,53166,Padme G1 JKA G1 Ahsoka G1 GK R3 GMY G1
HDS15,857258731,29,5,24,106617,Padme G13 JKA G12 Ahsoka G11 GK G12 GMY
Terdz 2,772418442,36,12,24,104411,Padme R1 JKA R1 Ahsoka G8 GK GMY G12
Chris Anderson 05051982,165559824,54,19,35,96646,Padme G10 JKA G11 Ahsoka G10 GK G12 GMY G12
Ronju Terds,464722161,36,36,0,139504,Padme JKA Ahsoka GK GMY
Styckeey Battle,663976847,46,0,46,73261,Padme G8 JKA G8 Ahsoka G8 GK G8 GMY G12
DarthKrillin,143828918,46,25,21,104266,Padme G8 6* JKA R3 Ahsoka G11 GK R4 GMY R4
Animus313,848892482,37,4,33,78008,Padme G7 JKA G12 Ahsoka G10 GK G12 GMY R3
OldManDan,679213617,57,25,32,98303,Padme G8 JKA G12 Ahsoka G10 GK G12 GMY R3
ridingred,273374852,59,24,35,84626,Padme G0 0* JKA G11 4* Ahsoka G8 GK GMY
Puke Clodhopper,138652831,34,22,12,129845,Padme JKA G12 Ahsoka GK GMY G12
BUSTYOAZZ99,215377213,16,0,16,128194,Padme G12 JKA R1 Ahsoka G12 GK GMY
Appo,299558514,73,42,31,86110,Padme G11 5* JKA R1 Ahsoka G12 GK G11 6* GMY G11
Nick Steele,279647222,60,36,24,101757,Padme R1 JKA G12 Ahsoka R1 GK R1 GMY G12
Whale,872143324,67,44,23,104280,Padme JKA G12 Ahsoka G13 GK R3 GMY G8
Dart tds,167654687,69,24,45,68112,Padme G1 6* JKA G12 Ahsoka G12 GK G8 6* GMY G12
Schmidt Happens,241187192,53,24,29,102203,Padme G12 JKA G12 Ahsoka R1 GK G10 GMY G13
AnakinSky,124332729,79,49,30,87572,Padme G6 JKA Ahsoka G12 GK G12 GMY G12
asguardian,771325987,35,1,34,92831,Padme G9 JKA G12 Ahsoka G11 GK G8 GMY R3
Gorkken,883535461,64,12,52,47169,Padme G2 6* JKA G9 5* Ahsoka G9 GK G7 5* GMY G11
Nema Ghyron,226226244,65,8,57,52752,Padme G1 6* JKA G1 4* Ahsoka G8 GK R1 GMY G9
Sonny,719276917,39,9,30,101250,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Tyundi,697663926,18,12,6,129674,Padme JKA Ahsoka GK GMY G12
Gomer332,964343273,50,17,33,94718,Padme G12 JKA G12 Ahsoka G12 GK G9 GMY G12
Brandino,688146787,63,2,61,40301,Padme G0 0* JKA G8 Ahsoka G11 GK G0 0* GMY G10
Special D,544362218,76,1,75,22996,Padme G1 JKA G1 4* Ahsoka G3 4* GK G0 0* GMY G10
Mol Eliza,943784429,55,2,53,53349,Padme G0 0* JKA G11 6* Ahsoka G8 GK G6 6* GMY G12
Djsenior,463522689,1,1,0,139392,Padme JKA Ahsoka GK GMY
Latch,277395581,35,1,34,97460,Padme G9 JKA G12 Ahsoka G11 GK G8 GMY R3
SharpChaos,947247942,2,1,1,153418,Padme R4 JKA Ahsoka GK GMY
KyTheGuy,694385733,56,13,43,76347,Padme G12 JKA G11 Ahsoka G11 GK G12 GMY G1 5*
凯 天行者,198397314,13,5,8,126619,Padme R3 JKA R3 Ahsoka R3 GK GMY R3
Jordan Halaren,474449928,29,4,25,99360,Padme G11 JKA G11 Ahsoka G10 GK R2 GMY
RBS,572837322,27,15,12,124615,Padme R2 JKA R1 Ahsoka R3 GK R2 GMY
CT5555,331117965,33,0,33,100686,Padme G12 JKA G11 Ahsoka G11 GK G11 GMY G12
Mikki and her Ry Ry,846428398,49,6,43,73849,Padme G8 JKA G11 Ahsoka G10 GK G7 GMY G11
Extrememills,539555341,60,5,55,42167,Padme G8 JKA G8 6* Ahsoka G8 GK G1 6* GMY G10
MINI Eastgamer11,787729542,70,0,70,21673,Padme G1 6* JKA G2 4* Ahsoka G5 5* GK G7 GMY G5 5*
Pineapplepower,948881749,71,11,60,37741,Padme G0 0* JKA G11 Ahsoka G7 GK G0 0* GMY G12
hamess,537524776,66,5,61,35031,Padme G0 0* JKA G8 6* Ahsoka G10 GK G0 0* GMY G11
Ladybirdie,376923275,27,0,27,99701,Padme G8 JKA G8 Ahsoka G11 GK GMY
doopey29,521484718,46,8,38,75223,Padme G6 5* JKA Ahsoka G12 GK G8 5* GMY G8
Rowdee Ricch,267161379,28,0,28,103236,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY R2
Jbird,951768939,22,8,14,120563,Padme R3 JKA G12 Ahsoka R3 GK R3 GMY R3
jackityjack,314548759,49,0,49,53869,Padme G9 6* JKA G8 5* Ahsoka G12 GK G0 0* GMY G12
BigJill,487462523,70,5,65,39246,Padme G0 0* JKA G12 Ahsoka G6 GK G3 GMY G4
Jackg3rss,646911193,65,0,65,34709,Padme G0 0* JKA G8 Ahsoka G8 GK G0 0* GMY G9
Archator,973722152,38,0,38,85484,Padme G1 JKA Ahsoka G8 GK G9 GMY R3
Senpai,144172483,24,0,24,108495,Padme G8 JKA G12 Ahsoka G10 GK GMY
Grogu,982889748,22,0,22,105885,Padme JKA G11 5* Ahsoka G12 GK G9 GMY
