Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Dash Riprock,663558394,0,0,0,155618,Padme JKA Ahsoka GK GMY
Drink Some Tea,454624447,71,36,35,88716,Padme G11 JKA G8 Ahsoka G12 GK G12 GMY G12
Dash Riprock alt,533182519,59,23,36,87261,Padme G8 JKA G12 Ahsoka G10 GK G12 GMY G12
Darkwizard126,199916727,88,29,59,44875,Padme G1 5* JKA G11 6* Ahsoka G8 GK G1 GMY G10
ARCNiNjai,682233137,67,55,12,114478,Padme JKA G12 Ahsoka GK GMY G12
Darth1 Daddy,318222584,29,1,28,96983,Padme G8 6* JKA Ahsoka G12 GK G12 GMY G12
Kaze no Hi,626549968,75,45,30,102250,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Lil Gap,721276151,80,49,31,94361,Padme G12 JKA G11 Ahsoka G12 GK G12 GMY G12
IMAC1780,247782748,65,35,30,87869,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Shepard,915153266,71,61,10,124646,Padme G8 JKA Ahsoka GK GMY
Slartibartfast alt,677547467,87,73,14,115511,Padme G12 JKA Ahsoka GK GMY G10
Dobbz,692459781,66,60,6,124791,Padme JKA Ahsoka GK GMY G12
Silent,667983833,34,25,9,125843,Padme JKA G12 Ahsoka R3 GK GMY R4
markyjseph,198536458,68,14,54,53602,Padme G0 0* JKA G8 5* Ahsoka G8 GK G8 GMY G12
SPETSNAZBH05,564615724,77,60,17,110880,Padme R2 JKA R3 Ahsoka R3 GK GMY G8
Geekytiger,965999173,73,25,48,61868,Padme G8 JKA G11 5* Ahsoka G10 GK G12 GMY G1
DDC,414812779,65,21,44,65857,Padme G8 JKA G9 5* Ahsoka G9 GK G8 GMY G12
BAI,488844648,0,0,0,148896,Padme JKA Ahsoka GK GMY
Dr Pepper,214958952,0,0,0,152910,Padme JKA Ahsoka GK GMY
loypop13,223946436,0,0,0,156225,Padme JKA Ahsoka GK GMY
QuilaCaz,453185837,66,36,30,93024,Padme G8 JKA Ahsoka G12 GK G12 GMY G10
Savage frenzy,654386434,73,23,50,47289,Padme G7 JKA G11 6* Ahsoka G8 GK G8 GMY G6
NNMSdabber,424386656,75,39,36,77202,Padme G8 JKA G10 5* Ahsoka G12 GK G12 GMY G12
Stryker,171969987,60,26,34,83978,Padme G9 JKA G8 5* Ahsoka G12 GK G12 GMY R2
Merc,618651132,49,22,27,91835,Padme G9 JKA Ahsoka G12 GK G12 GMY G12
CT 2905,145211637,56,37,19,112604,Padme JKA G12 Ahsoka GK R4 GMY G6
Grig,655635129,0,0,0,152781,Padme JKA Ahsoka GK GMY
Jeager,288811679,34,4,30,100725,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
BD 1,945441983,67,37,30,92915,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Zeta Sigma 74,644932613,19,12,7,127312,Padme R4 JKA Ahsoka GK GMY G12
Economist,244796774,68,20,48,59899,Padme G1 JKA G12 Ahsoka G11 GK G12 GMY G6 5*
Dimitris,181287221,63,21,42,61665,Padme G9 6* JKA G8 5* Ahsoka G12 GK G8 6* GMY G11
Wiz Kalifa,529558373,58,28,30,85891,Padme G12 JKA G8 5* Ahsoka G12 GK R3 GMY G12
BenBen,423837513,76,25,51,52557,Padme G0 0* JKA G5 3* Ahsoka G10 GK G12 GMY G12
spannerdave,546632278,15,0,15,125282,Padme G12 JKA Ahsoka R3 GK GMY G11
SonofGrisha,761968935,0,0,0,154083,Padme JKA Ahsoka GK GMY
TyTy19石头,667918273,0,0,0,153445,Padme JKA Ahsoka GK GMY
PirateFTW,252624558,57,12,45,69355,Padme G1 5* JKA G12 Ahsoka G10 GK G11 6* GMY G11
Blue Moose,233146235,11,5,6,142252,Padme JKA G13 Ahsoka R4 GK GMY
Dark Killer,755419552,46,10,36,88203,Padme G12 JKA G11 Ahsoka G12 GK G8 GMY G11
SkyBounder,158445314,35,10,25,101945,Padme R3 JKA G13 Ahsoka R3 GK G13 GMY G7
Partyanimal,257536584,43,16,27,104108,Padme R2 JKA G12 Ahsoka G12 GK G12 GMY G12
yellow ketchup,138372373,24,0,24,107154,Padme G12 JKA G12 Ahsoka G12 GK GMY G12
JediLukeSkywalker,548318682,53,5,48,48705,Padme G8 JKA G6 3* Ahsoka G8 GK G8 GMY G12
Loypop's HTroopers,985227814,3,0,3,153280,Padme JKA Ahsoka R2 GK GMY
Obi,726269242,26,0,26,105301,Padme G12 JKA G11 Ahsoka G12 GK R4 GMY G12
Hizashi Hyuga,681282268,54,36,18,111518,Padme G12 JKA R3 Ahsoka R3 GK R3 GMY G12
Slartibartfast,625761274,78,17,61,41017,Padme G1 JKA G4 4* Ahsoka G6 GK G8 GMY G10
MC One,496367998,2,1,1,149895,Padme R4 JKA Ahsoka GK GMY
BillboSwaggenz,195239664,7,0,7,145010,Padme R4 JKA Ahsoka G12 GK GMY
