Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Brooks,675754931,27,27,0,140425,Padme JKA Ahsoka GK GMY
BRG Space Whale Herder,314931295,31,23,8,118538,Padme JKA Ahsoka GK GMY G10
AmbitiousButRubbish,899278233,10,10,0,149109,Padme JKA Ahsoka GK GMY
Nerf Herder,979465369,31,23,8,130991,Padme JKA Ahsoka GK GMY G10
Jacktil,164734883,29,17,12,121023,Padme JKA G12 Ahsoka G12 GK GMY
Namazu,775456321,76,53,23,109208,Padme JKA Ahsoka G12 GK GMY G1
Korblen,763468348,33,0,33,92057,Padme G10 JKA G10 Ahsoka G11 GK G8 GMY
Randal Houisth,821337555,25,25,0,147802,Padme JKA Ahsoka GK GMY
Bel Zetafar,616826226,60,12,48,67791,Padme G7 JKA G11 Ahsoka G8 GK G7 GMY G9
SamIAm,327975223,40,8,32,99426,Padme G12 JKA G10 Ahsoka G12 GK G12 GMY G12
Wicket87,165669563,8,8,0,136545,Padme JKA Ahsoka GK GMY
Elshondo,848839342,0,0,0,153958,Padme JKA Ahsoka GK GMY
ObiWanKenobi,984572597,26,12,14,130812,Padme R3 JKA G12 Ahsoka G12 GK GMY
Hawk93524,621313442,33,15,18,115977,Padme G12 JKA Ahsoka G12 GK GMY G12
Enora,264866834,73,2,71,37275,Padme G1 JKA G1 4* Ahsoka G8 GK G1 GMY G8
Celestial,924236776,10,8,2,142366,Padme JKA Ahsoka GK GMY R3
Ninjastatten,864833164,19,19,0,136156,Padme JKA Ahsoka GK GMY
DanPal37,413355852,25,17,8,124272,Padme R1 JKA Ahsoka R1 GK GMY
GrandMasterSparty,688953846,0,0,0,140167,Padme JKA Ahsoka GK GMY
Rabbit4t2,922828851,18,3,15,118649,Padme R3 JKA R1 Ahsoka R3 GK GMY G11
ObiWanHardeen,494714142,18,18,0,147440,Padme JKA Ahsoka GK GMY
Rabhuhn,482518827,29,29,0,130940,Padme JKA Ahsoka GK GMY
wngsprd,436314662,2,2,0,136737,Padme JKA Ahsoka GK GMY
TritonDankwalker66,818912973,64,59,5,130200,Padme R3 JKA R4 Ahsoka R3 GK GMY
Kaveman,419233423,25,13,12,137155,Padme JKA G12 Ahsoka G12 GK GMY
bowtieZRcool,371881947,35,5,30,86604,Padme G8 6* JKA G12 Ahsoka G12 GK R3 GMY G12
DarthElshondo,689163274,6,4,2,135039,Padme JKA Ahsoka GK GMY R3
PadmesHubby,827621144,0,0,0,145702,Padme JKA Ahsoka GK GMY
MINI Hazedog,733479192,19,5,14,129369,Padme G12 JKA R3 Ahsoka G12 GK GMY
Steve101,891727895,4,1,3,142274,Padme JKA R4 Ahsoka R3 GK GMY
Malanchi,999644626,31,31,0,139294,Padme JKA Ahsoka GK GMY
BuoyantBanana,315925368,24,0,24,102975,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY
Benstr8ballin,269281965,37,23,14,122064,Padme G12 JKA Ahsoka G12 GK GMY R3
Beast3,611197858,13,0,13,120734,Padme R3 JKA Ahsoka R3 GK GMY G9
Schmiticus,488999866,21,15,6,127053,Padme JKA Ahsoka GK GMY G12
Ur An Ugly Piece of,379598722,36,30,6,132665,Padme JKA R2 Ahsoka GK GMY R2
The Battleooze,673371964,28,22,6,126417,Padme JKA Ahsoka G12 GK GMY
Azrael0442,649841613,34,28,6,127257,Padme JKA Ahsoka GK GMY G12
fives deserved better,578758976,0,0,0,152451,Padme JKA Ahsoka GK GMY
Jawa7778,725233668,47,18,29,99813,Padme G8 JKA Ahsoka G10 GK G7 GMY
Delara Exibil,195416517,9,9,0,140382,Padme JKA Ahsoka GK GMY
Perez,298324787,16,3,13,126056,Padme R2 JKA G12 Ahsoka R3 GK GMY R3
Godspeed,953335522,28,0,28,104394,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY R1
BIGFern69,264513616,13,0,13,126645,Padme JKA R3 Ahsoka R2 GK R3 GMY G12
Nodin,259392334,24,15,9,129336,Padme JKA R3 Ahsoka R4 GK GMY G12
Azrael,117388825,14,7,7,130388,Padme JKA Ahsoka R4 GK GMY G12
Wishy,514934666,6,0,6,140545,Padme JKA Ahsoka GK GMY G12
Shmeeegzz,734912572,25,25,0,135900,Padme JKA Ahsoka GK GMY
