Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
O iTz LuCaS x,985738122,2,0,2,133370,Padme JKA Ahsoka GK GMY R3
Jeff29,946424347,1,0,1,145176,Padme JKA Ahsoka GK R4 GMY
Dannycool1987,757793912,28,0,28,96947,Padme G7 5* JKA Ahsoka G12 GK G8 GMY R4
Ru Baruba Maral,441497244,9,0,9,126245,Padme R3 JKA R4 Ahsoka R3 GK R3 GMY R3
Barfolomew,745245749,31,0,31,97019,Padme G10 JKA G11 Ahsoka G9 GK G11 GMY
Skinwalker,366878499,6,0,6,129645,Padme JKA R2 Ahsoka GK GMY R2
Slanted eyes,422784646,15,0,15,117061,Padme G9 JKA G12 Ahsoka GK GMY
Kryshoff,336658674,35,0,35,93220,Padme G8 JKA G9 Ahsoka G8 GK G12 GMY
Mol Dizzler,286229792,4,0,4,139429,Padme JKA Ahsoka R1 GK GMY
EasilyZeroed,238627762,24,0,24,103851,Padme G7 JKA G12 Ahsoka G11 GK GMY
Chance Stryker,672569894,48,0,48,67751,Padme G2 JKA G8 5* Ahsoka G11 GK G9 GMY G12
Shaun,434694638,33,0,33,95708,Padme G12 JKA G12 Ahsoka G12 GK G9 GMY G12
Towanda,193932966,6,0,6,137466,Padme JKA Ahsoka GK GMY G12
Mr Nuggins,659788619,61,0,61,53750,Padme G2 JKA G1 Ahsoka G8 GK R1 GMY G4
victorim,562154933,25,0,25,110256,Padme G12 JKA G12 Ahsoka G12 GK G11 GMY
DarthCicatrices,178613736,50,0,50,65378,Padme G7 6* JKA G12 Ahsoka G7 GK G2 GMY G12
MINIGoody,566753157,37,0,37,91865,Padme G12 JKA G9 Ahsoka G11 GK G9 GMY G12
Agent 47,918148185,30,0,30,97885,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Ghent Sinite,722474735,0,0,0,148718,Padme JKA Ahsoka GK GMY
BassOdin,976321971,42,0,42,79285,Padme G7 JKA Ahsoka G8 GK G8 GMY G7
Sephera Saint,531516894,7,0,7,124449,Padme JKA Ahsoka GK GMY G11
Zimphire,671265526,6,0,6,141094,Padme JKA G12 Ahsoka GK GMY
MiscountedStitch,185518289,51,0,51,37869,Padme G6 5* JKA G8 5* Ahsoka G9 GK G7 6* GMY G9 6*
predator159,746531619,5,0,5,131021,Padme R4 JKA R4 Ahsoka R3 GK R4 GMY
DaleIV,596181122,6,0,6,126586,Padme JKA Ahsoka GK GMY G12
Rui Vuusen,164853248,34,0,34,76232,Padme G9 JKA Ahsoka G10 GK G8 GMY G11
Ezzi,541871135,47,0,47,57983,Padme G7 6* JKA G11 6* Ahsoka G12 GK G1 5* GMY G12
Darthobiwan84,969195991,12,0,12,126007,Padme JKA G12 Ahsoka G12 GK GMY
TK 79347,693323998,26,0,26,106458,Padme G12 JKA G11 Ahsoka R4 GK G12 GMY G12
San Holo,292321178,9,0,9,136415,Padme R2 JKA R2 Ahsoka R2 GK GMY
MINI Mos Eisley Nerfherder,952233855,6,0,6,128625,Padme JKA Ahsoka GK GMY G12
Zoooolwik,498113457,21,0,21,105452,Padme G12 JKA R3 Ahsoka G12 GK R4 GMY G12
Jaxximus,786713976,0,0,0,141269,Padme JKA Ahsoka GK GMY
Nerf,671247743,50,0,50,55768,Padme G8 JKA G8 5* Ahsoka G9 GK G6 GMY G9
Bintbelas,649891482,24,0,24,112872,Padme G12 JKA Ahsoka G12 GK G12 GMY G12
Ben Swolo,241341723,66,0,66,50029,Padme G1 JKA G1 4* Ahsoka G10 GK G1 GMY G11
Bdogg,696355599,14,0,14,118244,Padme G10 JKA Ahsoka G12 GK GMY
Zeno,941924214,45,0,45,65261,Padme G8 JKA G8 5* Ahsoka G11 GK G7 6* GMY G11
Harry04,338736347,27,0,27,106790,Padme JKA G9 Ahsoka G12 GK G12 GMY G12
Cyprien Saint,511777932,46,0,46,60187,Padme G9 JKA G9 6* Ahsoka G8 GK G8 GMY G10
Robbieonly,997211383,5,0,5,129434,Padme R4 JKA Ahsoka R3 GK R3 GMY
BattleSchlong,588512957,35,0,35,92590,Padme G9 JKA R3 Ahsoka G7 GK R1 GMY G9
BenHanSolo,833437735,5,0,5,127119,Padme R3 JKA R4 Ahsoka R4 GK R4 GMY
Cranjis McBasketball,495874361,47,0,47,43415,Padme G8 JKA G9 5* Ahsoka G10 GK G7 GMY G9
Micah,132927314,73,0,73,17810,Padme G0 0* JKA G8 5* Ahsoka G8 GK G0 0* GMY G1 5*
Gobo,725511482,71,0,71,33760,Padme G1 JKA G1 6* Ahsoka G4 GK G6 GMY G7
Loinky,121774218,31,0,31,92386,Padme G9 JKA R2 Ahsoka G12 GK G11 GMY G12
QuantumEntropy,288549487,9,0,9,127239,Padme R2 JKA Ahsoka GK GMY G12
cjedimommy,995753861,19,0,19,118007,Padme R1 JKA G13 Ahsoka G13 GK GMY G13
TheDougAbides,596963139,21,0,21,107425,Padme G12 JKA R4 Ahsoka G12 GK G12 GMY R3
